Company Name,Rating
PT Prasmanindo Boga Utama,4.4545 out of 5
PT Romindo Primavetcom,4.3333 out of 5
Zone 2000,5 out of 5
PT CBRE Consultancy Services,3.3333 out of 5
Team Module,3.5 out of 5
PT.ASTRA INTERNATIONAL TBK ISO,5 out of 5
PT Manggala Kiat Ananda,3.05 out of 5
PT Bumi Indo Mapan,4.5 out of 5
PT Sarang Teknik Utama Indonesia,3.125 out of 5
PT Dimensi Barumas Perdana,5 out of 5
PT. Kalbe Morinaga Indonesia,4.5143 out of 5
PT Hartono Raya Motor (Surabaya),3.7 out of 5
Perhimpunan Penghuni Apartemen Taman Rasuna,4 out of 5
PT Kencana Mandiri Sejahtera Telecom,3.4 out of 5
PT Immobi Solusi Prima,4 out of 5
PT Connected Indonesia,4.2857 out of 5
Grha Humanindo Manajemen,4 out of 5
PT Prolink Logistics Indonesia,3.6667 out of 5
PT Toyota denso,4.4 out of 5
PT.Pembangunan Perumahan,4.3333 out of 5
PT Outdoor Footwear Networks,4.25 out of 5
PT. Bakrie Sumatra plantation,4.75 out of 5
PT Wangsa Indra Permana,4.0769 out of 5
Kolega Coworking Indonesia,3.3333 out of 5
KAP Darmawan Hendang Kaslim & Rekan,3.8571 out of 5
PT Satya Abadi Pharma,3.8182 out of 5
PT Kapasari,3.5 out of 5
PT.jaya Ekpress Transindo_(j_Express_E_Commerce Delivery company),5 out of 5
PT Pelayaran Kartika Samudra Adijaya,4 out of 5
PT Huadian Bukit Asam Power,5 out of 5
PT KRNG Indonesia,5 out of 5
PT Golden Flexible Packaging,4 out of 5
PT Rapipack Asritama,4.2857 out of 5
HOME CENTER INDONESIA,4.3846 out of 5
BIANTARA JAYA SERVICES,2.8 out of 5
Mercure Manado Tateli Beach Resort,4.3333 out of 5
PT Ocean Mitramas,4 out of 5
PT Sasana Artha Finance (Cab. Surabaya),0 out of 5
PT Blacksteel Properties,4 out of 5
PT Pratama Makmur,0 out of 5
PT Multi Trading Pratama,3.8182 out of 5
PT Masuya Graha Trikencana,4 out of 5
PT Garudafood Putra-Putri Jaya (PT GPPJ),4.8 out of 5
PT Hoyu Indonesia,4.0769 out of 5
PT Woo Tekh Indonesia,4 out of 5
PT Qwords Company International,3.8333 out of 5
PT Global Compliance Asia,5 out of 5
BEKASI JAWA BARAT,4.5 out of 5
Daiwa House Industry,4.2 out of 5
PT Aryana Cakasana,2.3333 out of 5
PT Mitra Natura Raya,4 out of 5
PT Mayora indah tbk cikarang,4.8 out of 5
PT Auto Sukses Perkasa,2.5 out of 5
PT Aneka Makmur Sejahtera,3.7143 out of 5
PT Sandabi Indah Lestari,4.25 out of 5
PT soo good,4.5 out of 5
PT OranyeLab,4.5 out of 5
PT Daewoong Infion,4.3 out of 5
PT. Central Mall Kelola,4.3421 out of 5
PT.Bank Negara Indonesia (Persero) Tbk Tahun 2020,4.5 out of 5
PT Dufrindo Internasional,3.8636 out of 5
PT Pengembangan Profesional Indonesia,4 out of 5
pt barista,5 out of 5
PT Dentsu Strat,3.6667 out of 5
PT Guna Era Manufaktura,4.5 out of 5
PT Ecogreen Oleochemicals,4.5 out of 5
PT Jobubu National Investment,2 out of 5
Pusat Manajemen Pelayanan Kesehatan,3.9231 out of 5
"Tumbuan & Partners, Advokat & Konsultan Hukum",4.6667 out of 5
PT Adib Global Food Supplies,3.75 out of 5
PT Golden Truly Retailindo,3.8333 out of 5
Clavius,4.25 out of 5
PT Kimberly Clark Softex,4.5 out of 5
PT KK Indonesia,4.3158 out of 5
PT NIC Indonesia,3.7778 out of 5
"Harja Gunatama Lestari, PT.",5 out of 5
PT Willis Indonesia,4.6667 out of 5
Meikarta Maxx Box Lippo Cikarang,4.2857 out of 5
PT Dumo Diagnostik Indonesia,4 out of 5
PT Bosowa Multifinance,4.5 out of 5
PT Metropolitan Land Tbk,4.1091 out of 5
PT Wiratama Kreasi Komputindo,4.3714 out of 5
PT TRISAMAYA LINK HARANA,0 out of 5
PT Akulaku Group,4.3333 out of 5
PT. Nippon indosari corpindo ( sari roti ),4.2667 out of 5
PT Smartweb Indonesia Kreasi,2.6667 out of 5
Kantor Akuntan Publik Robert Ricker,5 out of 5
JNT EXPREST,5 out of 5
PT Indochemical Citra Kimia,4.3333 out of 5
Jakarta Life Sciences Aesthetics,3.5 out of 5
Wingswood,5 out of 5
PT. Surya Citra Perdana,4.3333 out of 5
AJITA,3.6667 out of 5
PT Tirta varia utama,4.5 out of 5
PT Buildyet Indonesia,3.75 out of 5
World Harvest,4 out of 5
OSCT Indonesia,3.3077 out of 5
Pt Lemo Tatagraha Mas,3.3333 out of 5
Koperasi Jaya Mandiri,5 out of 5
PT JMG International,4.8 out of 5
PT Asuransi Jiwa Central Asia Raya (CAR),3.8571 out of 5
PT. LATIS TEKNOLOGI INDONESIA,4.3333 out of 5
PT Farmalab Indoutama,4.6667 out of 5
PT Karunia Prima Engineering,3.2857 out of 5
PT Seltechindo Servis,5 out of 5
PT Citra Usaha Lamindo,3.9167 out of 5
PT Lelco Trindo Nusantara,4.0909 out of 5
PT Mitrabahtera Segara Sejati Tbk,4.35 out of 5
PT Luas Birus Utama,4 out of 5
PT Toll Global Forwarding Indonesia,3.75 out of 5
PT sumber masanda jaya Brebes,5 out of 5
PT Aneka Cipta Total Solusindo,3 out of 5
PT Daikin Airconditioning Indonesia,4.5435 out of 5
PT Dago Engineering,1.75 out of 5
PT Adi Teknik Karya Bakti,3 out of 5
Teikin/PT EDICO UTAMA,4.5 out of 5
PT BNI Life Insurance (Yogyakarta),4 out of 5
YOGYA GROUP PT AKUR PRATAMA,4.3 out of 5
PT.PLN Persero 2019,4.6923 out of 5
PT Toyo Kanetsu Indonesia (Batam),0 out of 5
Pt. Industri Kereta Api inka,3.6667 out of 5
PT Aplikasi Karya Anak Bangsa (GO-JEK Indonesia),4.4531 out of 5
PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),4.8333 out of 5
PT Broco Aerated Concrete Industry,4 out of 5
PT Celebes Mineral,4.5 out of 5
Pizzahutt,4.2 out of 5
PT Richtex Garmindo,3.2 out of 5
PT Jutarasa Abadi,4.5 out of 5
PT Copylas Indonesia,3.25 out of 5
CV Leuser,3.5 out of 5
PT Unindo Ajidharma Industry,4.1429 out of 5
PT Arta Boga Cemerlang Medan Branch,4.4286 out of 5
PT Yuniko Asia Prima,0 out of 5
PT Mandala Kriya Utama,3.5 out of 5
PT Wira Pamungkas Pariwara (Group M),4.3077 out of 5
PT Garansindo Inter Global,4.1538 out of 5
PT Slipform Indonesia,3.7333 out of 5
PT Kaisar Motorindo Industri (KAISAR Motor),3.6667 out of 5
PT Inetindo Infocom,4.25 out of 5
PT Mesco Sarana Nusantara,4 out of 5
PT LION GROUP,4.2344 out of 5
PT Intan Metalindo,4.5 out of 5
PT Semanggi Teknik,3.6667 out of 5
PT Nutrifood Indonesia,4.6352 out of 5
SPS Corporate,3.5833 out of 5
PT Sinergi Inti Plastindo,4 out of 5
PT Kentana,4.5 out of 5
PT Kurabo Manunggal Textile Industries,2.5 out of 5
Restoran jasa,4.5455 out of 5
Maju Makmur Group,2.5 out of 5
Pt astra otopart tbk.,4.75 out of 5
PT Iglas (PERSERO),4.3333 out of 5
PT Provaliant Licensing Success,4.6667 out of 5
PT Amanah Surga Produksi,4.8333 out of 5
PT Andalan Artha Lestari,4.125 out of 5
PT Aulia Cosmetic Indonesia,4.5714 out of 5
PT.SOLID GOLD BERJANGKA,4.5 out of 5
pt zinus,4 out of 5
PT Daliatex Kusuma,4.3158 out of 5
PT AXIS Telekom Indonesia,4.7 out of 5
PT Indomop Multi Makmur,4.6667 out of 5
PT Multi Artha Pratama,4 out of 5
CV Sabar Maju Tangerang,3 out of 5
MVP Group,3.2 out of 5
PT TOS Information Systems Indonesia,4 out of 5
PT Samyang Indonesia,2.75 out of 5
PT Eurobutik Bangun Indonesia,2 out of 5
PT Tritama Selaras Makmur,4.3333 out of 5
Toserba Berkah,4.6667 out of 5
ILP Veteran,4 out of 5
PT Paesa Pasindo Engineering,4.3636 out of 5
PT.SSE-Van Der Horst Indonesia,4 out of 5
PT Trigoldenstar Wisesa,4.25 out of 5
PT Greentex Indonesia Utama,4.25 out of 5
PT Tokyu Land Indonesia,4.3077 out of 5
PT Cahaya Televisi Indonesia,3 out of 5
PT Sinarmas Multifinance (Medan),4 out of 5
PT Good Guys Indonesia,4.6667 out of 5
PT Kereta Commuter Jabodetabek,5 out of 5
PT Sunway Trek Masindo,3.6667 out of 5
PT Mitra Karya Makmur,4 out of 5
DPS Catering,4.5 out of 5
PT Matajari Mitra Solusi,4 out of 5
PT.BenQ Teknologi Indonesia,4 out of 5
PT.PHAROS INDONESIA INDONESIA,4.3333 out of 5
PT. PRAKARSA ALAM SEGAR(WINGS FOOD MIE SEDAAP),4.7143 out of 5
LIECO GROUP,0 out of 5
PT INDOMARCO PRISMATA TBK,4.5 out of 5
PT Gagasnava,3 out of 5
PT Bussan Auto Finance (BAF),4.1522 out of 5
EMERHUB,3 out of 5
PT Indosatooredoo,4.5926 out of 5
PT Tekad Mandiri Citra,3.9091 out of 5
PT Bumen Redja Abadi ( Semarang ),2.5 out of 5
PT Supravisi Rama Optik Manufacturing,4.3333 out of 5
Cipta Hotel,4.5 out of 5
PT Yamatogawa Indonesia,4.5 out of 5
"PT JAYA BETON INDONESIA, Plant Sadang",4.5 out of 5
PT Global Interinti Industry,3.3333 out of 5
PT Pengolahan Limbah Industri Bekasi,3.5714 out of 5
pt. ramayana sentousa tbk,4.5455 out of 5
"PT ADIRA DINAMIKA MULTIFINANCE, TBK",4.4737 out of 5
FHI360 Indonesia,3.75 out of 5
PT Luxola (Sephora Digital Division),4.6 out of 5
Yayasan Buddhis Theravada Indonesia (Narada School),3.5 out of 5
PT Valdo Sumber Daya Mandiri,3.9643 out of 5
Kedai Kopi Kulo,3 out of 5
PT NTL Naigai Trans Line Indonesia,0 out of 5
PT Blipcom Teknologi Indonesia,4.5 out of 5
PT Rasaprima Sukses Makmur,3.5 out of 5
Pr cargill hindoli,5 out of 5
PT. Haida Agriculture Indonesia,4.7143 out of 5
"KAP Kanaka Puradiredja, Suhartono",4.1053 out of 5
PT Media Andalan Nusa,4.4444 out of 5
Iron Bird Logistic (Bluebirdgroup),3.75 out of 5
BUMN BNI,4.0714 out of 5
PT.Sumber Alfaria Trijaya Tbk (Perusahaan Retail Minimarket),4.3333 out of 5
PT Queen’s Tandoor,2.25 out of 5
PT Indoaluminium Intikarsa Industri,4 out of 5
PT Cardig Anugrah Sarana Catring,3.6667 out of 5
PT Dwi Tunggal Putra,3.625 out of 5
PT Centerpoint Putra Sejahtera,3.6667 out of 5
PT.RAKSASA INDONEISA,3.3333 out of 5
Blackberry Inovation Center,4 out of 5
Lion Air. PT. Lion Mentari Airlines,4.3333 out of 5
BUMN Indonesia,4.5 out of 5
Universitas Surabaya,4.6923 out of 5
PT Modern Widya Technical,4.625 out of 5
PT Mitra Transaksi Indonesia,4.6 out of 5
PT Inixindo Widya Iswara Nusantara,4 out of 5
PT.Jco Donuts&coffee,5 out of 5
PT Acclime Consulting Indonesia,5 out of 5
Cv Karya Subur,4 out of 5
PT. BOENK COSMETIC MANUFACTURE,3.3333 out of 5
PT Semacom Integrated,4.1111 out of 5
CV Sukses Karya Yessika,4.5 out of 5
PT Havas Media,4.5 out of 5
PT Surya Madistrindo (Pontianak),5 out of 5
PT Anzawara Satria,2.2 out of 5
Lembaga Pendidikan Indonesia-Amerika (LPIA Cab Kelapa Dua),4 out of 5
Yayasan Salib Suci,3.8333 out of 5
PT nabati majalengka,4.6667 out of 5
PT Jawa Pos Koran,3.9636 out of 5
PT Y-Tec Autoparts Indonesia,3.5 out of 5
PT. Wijaya Karya Bangunan Gedung - Divisi Modular,4.3333 out of 5
Bank CIMB Niaga (Bandung Branch),3.9091 out of 5
PT Sami Semarang,4.8 out of 5
PT Sunindo Bangun Kersana,4 out of 5
PT. Indexim Coalindo,4 out of 5
PT Arminareka Perdana,4.4286 out of 5
PT Onstore Indonesia Mandiri,2.6667 out of 5
NUR PACIFIC RESTAURANT,3.6667 out of 5
PT Pan Satria Sakti,3.3333 out of 5
PT PANCA TERANG ABADI,4.9286 out of 5
PT Radio Nadakomunikasi Utama [ Dakta FM 107 ],4.6667 out of 5
PT Pupo Indonesia Lestari,3.5 out of 5
Pt AHM HONDA,4.5 out of 5
Smart Group,3.75 out of 5
PT Astra grup,4.5 out of 5
PT Andala Valvo Flokontrol,4.5 out of 5
Pt hang suang,5 out of 5
PT.Alfamart Trijaya tbk,4.625 out of 5
PT Viktori Profindo Automation,4.3333 out of 5
Sumber Alfamart trijaya,4.5 out of 5
Pt adira dinamika finence tbk,4.6667 out of 5
PT Mitra Utama Madani,4 out of 5
PT Exabytes Network Indonesia,5 out of 5
PT.Bintang 7,5 out of 5
PT Exabb Energy Nusantara,3.5882 out of 5
PT Jasa Mandiri Techgraha,3.875 out of 5
PT Lifestyle Retreats Indonesia,3.5 out of 5
PT SUMBER INDOKEMJAYA,4.4 out of 5
PT Star Asia Distributions Indonesia (a COTY Company),4.4 out of 5
Ku De Ta Restaurant,5 out of 5
Haleyora Powerindo,3.3333 out of 5
PT Pacific Patent Multiglobal,3 out of 5
PT. JNT,4.6667 out of 5
PT Arco Tech Indonesia,3.6667 out of 5
PT Mandiri Cipta Integrasi,5 out of 5
PT Activate Media Nusantara,4 out of 5
PT Daewoong Pharmaceutical Company Indonesia,4 out of 5
PT Dekoruma Inovasi Lestari,4 out of 5
PT Makmur Anugerah Subur,3 out of 5
Pt .deta sukses makmur,4.5 out of 5
Inpex Corporation,4.4375 out of 5
PT Kalmar Jaya,4 out of 5
PT Tribun Media Grafika Batam,4.4 out of 5
PT Abhimata Citra Abadi,4.125 out of 5
PT Trubaindo Coal Mining (site Muara Bunyut),4.2222 out of 5
PT Bank Mega Tbk,3.9615 out of 5
PT Dae Hwa Indonesia,3.2 out of 5
PT Tunas Tangkas Primaraga Sakti,4.25 out of 5
Apotek K-24 Godean,4 out of 5
PT Indonesia Nikka Chemicals (INKALI),4.25 out of 5
PT Harmoni Panca Utama,4.0714 out of 5
Acs aerofood industrial cattering,5 out of 5
Time International,4.3939 out of 5
Discovery Hotels & Resorts,3.5 out of 5
PT Maswandi,4.5 out of 5
PT Global Saranamesin Mandiri,4.5 out of 5
PT Citihub Hotel Manajemen,4 out of 5
PT AGUNG JAYA RETAILINDO,5 out of 5
PT Fuji Kinzoku Indonesia,3.2 out of 5
Indotrading.com,3.8182 out of 5
PT Mega Central Finance,3.8462 out of 5
"PT Gudang Garam,Tbk",4.4203 out of 5
PT Bank Pundi Indonesia Tbk,4.18 out of 5
PT Toyota Boshoku Indonesia (TBINA),4.6286 out of 5
PT Grahabuana Cikarang,3.75 out of 5
PT Nadi Digital Indonesia,4.4 out of 5
Oberthur Technologies Indonesia (IDEMIA),4.3125 out of 5
konsultan arsitektur,4.5 out of 5
PT Sharprindo Dinamika Prima,3.7143 out of 5
PT Twindo Utama Internasional,4.3333 out of 5
PT Konka New Building Materials Indonesia,4.5 out of 5
PT Mandiri Cipta Solusi,5 out of 5
PT global Timur ekspress (J&T ekspress),5 out of 5
Lowongan satpam,4.5 out of 5
PT Japfa Comfeed Indonesia Tbk (Commercial Poultry Division),4.0476 out of 5
PT Crown Worldwide Indonesia,4.2 out of 5
Simanungkalit Sihombing & Rekan,5 out of 5
PT Sarana Anugerah Perdana,4 out of 5
Hermawan Juniarto Lawyers,2 out of 5
PT KLK Agriservindo Indonesia,4.3333 out of 5
PT Hidayah Insan Mulia,4 out of 5
PT Berau Coal Energy Tbk,4.2 out of 5
PT City Ad Expo Indonesia,0 out of 5
PT NH Korindo Sekuritas Indonesia,3.2857 out of 5
PT Tuffiadi Semesta,3.5 out of 5
Ican Education Consultant,4.5 out of 5
Pt pou yun,4.5 out of 5
PT Aroma Penata Usaha,3.6667 out of 5
Perusahaan apa saja,4.2222 out of 5
PT Indotrans Data,4.6 out of 5
PT United Can,4 out of 5
PT. Edico Utama,4.2157 out of 5
PT Bibit Unggul,4 out of 5
Pt.sumber alfamart tbk,5 out of 5
Bimba-AIUEO YPAI,4 out of 5
PT Swakarsa Sinarsentosa,4.5263 out of 5
PT Perdana Rancangbangun Utama (PROBUILDER GROUP),4 out of 5
PT Neviim Magen Teknologi,5 out of 5
PT.BIRO TEKNIK SINAR BARU,4.8333 out of 5
PT Toll Indonesia,3.8 out of 5
PT.Finusolprima Farma (Kalbe Group),5 out of 5
PT Olsera Indonesia Pratama,4 out of 5
PT Berkat Mulia Wiratama,4.75 out of 5
PT Mutuagung Lestari,4.0625 out of 5
PT Mega Capital,5 out of 5
PT Asian Pack Chem,4.3333 out of 5
PT.hwi jepara,4.4118 out of 5
PT Roda Rollen Indonesia,4 out of 5
PT Langgeng Dunia Selaras,3.25 out of 5
PT Indo Dayasurya Persada,3.75 out of 5
PT Deswa Invisco Multitama,3 out of 5
PT Asta Atria Surya (ASATSU),4 out of 5
PT pertamina ( Persero) Tbk,4.7778 out of 5
PT Tigaraksa Satria Tbk (Jogyakarta ),4 out of 5
PT Yamaha Mataram Sakti,3.6 out of 5
PT Bali Moon,4.5 out of 5
Pt .mattel Indonesia,5 out of 5
PT IHI POWER SERVICE INDONESIA,4.5385 out of 5
PT Bukit Uluwatu Villa Tbk,3.7692 out of 5
PT Inamco Varia Jasa,3.9091 out of 5
PT Yumeida Utama,3.875 out of 5
Vendetta Counselor at Law,3 out of 5
Absolution Registered Tax Consultant,4.8333 out of 5
PT Berca Sportindo,4 out of 5
PT karunia alam segar gresik,4.8 out of 5
Unitedtronik Perkasa Sejahtera,3.5 out of 5
PT Intrepid Ecommerce Services,3.1429 out of 5
PT Paper Works,3.5 out of 5
PT Meiwa Kogyo Indonesia,4.2778 out of 5
Operator welding,5 out of 5
PT Global International Foods,3.8 out of 5
PT-SARI-ROTI,4.52 out of 5
PT Chandra Asri Petrochemical Tbk,4.5714 out of 5
PT Koyorad Jaya Indonesia,4.4706 out of 5
PT. Loka Sukses Abadi,4.75 out of 5
Samudera Indonesia,4.4167 out of 5
PT Quick Chicken Indonesia,0 out of 5
PT Askara Internal,3.8571 out of 5
PT Budijaya Makmursentosa,4.25 out of 5
PT. HM SAMPOERNA AGRO TBK,4.6667 out of 5
Manufacturer,4.2222 out of 5
PT Amazing Art World,4.25 out of 5
PT Chandra Kemas Abadi,4.6667 out of 5
PT Prestasi Cahaya Metalindo,4.5 out of 5
PT URBAN INDO MANUFAKTUR,4.6667 out of 5
PT Mandiri Java Food,3 out of 5
PT.NIPPON INDOSARI CORPINDO TBK (SARIROTI),4.3636 out of 5
PT Sarana Interindo Maju (Jakarta),3.4 out of 5
PT. Sugar Group Companies (SGC),3.625 out of 5
PT CSI Chang Shin Indonesia,4.5 out of 5
PT Suri Motor Indonesia,4.5 out of 5
PT Astra International tbk - Daihatsu Surabaya,4.3 out of 5
PT JALUR NUGRAHA EKAKURIR (JNE EXPRESS),4.7273 out of 5
RS. Bella,0 out of 5
PT Prima Perdana Elektrika,3.5 out of 5
CV Berdikari Textile,4 out of 5
PT. Matahari Departement store Tbk.,5 out of 5
PT BMW Indonesia,4.1111 out of 5
PT Astra International Tbk - Daihatsu Sales Operation (Astra Daihatsu),4.4091 out of 5
PT Trio Eagle Logistic,4.75 out of 5
Bimbingan Konsultasi Belajar Nurul Fikri,4.5926 out of 5
PT Pratama Nusantara Sakti,4.2963 out of 5
CV Sinnar Luciana Jaya,4 out of 5
Yayasan Kesatuan,3.5 out of 5
PT MBH Management,2 out of 5
PT Merdeka Copper Gold Tbk,4.8 out of 5
Operator-operator,4.5 out of 5
PT Frisin Flag Indonesia,4.6667 out of 5
PT Bank Ganesha,3.9375 out of 5
PT Lawsim Zecha,4.3333 out of 5
PT. KONDOBO TEXTINDO,3.8 out of 5
PT-Tirta-Alam-seger,5 out of 5
PT pln (BUMN),4.4211 out of 5
PT. Mideli Makmur Jaya (Shigeru),3.5 out of 5
MAZABUTA GROUP,2 out of 5
Trisakti School OF Management (STIE Trisakti),4.75 out of 5
PT SUKANDA DJAYA DIAMOND,4.5 out of 5
PT Indoprima Group,4 out of 5
PT Sumber Kreasi Fumiko,4.6667 out of 5
PT Putra Perkasa Abadi,4.2 out of 5
PT YAMAHA WHET JAVA,4.6111 out of 5
PT COSCO SHIPPING LINES INDONESIA,4 out of 5
PT BPR Artha Niaga Finatama,3.6667 out of 5
BOS Foundation (Yayasan BOS),3.3333 out of 5
PT Bank Nationalnobu Tbk,4.0957 out of 5
Pt .mayora tbk,4.4516 out of 5
PT Ming Jaya Sejahtera,3.3333 out of 5
Hotel Metro,0 out of 5
PT Multi Makmur Abadi ( Jakarta ),3.5 out of 5
PT Tomatec Indonesia,3.5 out of 5
PT Sapta Pusaka Graha Nusantara,4 out of 5
Paradise Dynasty,4.75 out of 5
IRIAN RITELINDO,5 out of 5
Pt.hwe shong Indonesia,5 out of 5
PT Semen Bosowa Batam,4.3333 out of 5
PT Badak LNG,4.8095 out of 5
PT Nestle Indonesia (Medan-Nestle Nutrition),0 out of 5
PT Hanyoung Electronic Indonesia,3.9091 out of 5
PT Wiragarda Wahana Waspada (Jakarta),3.8571 out of 5
Pt.indomarco indomaret,4.625 out of 5
Royal HaskoningDHV Indonesia,4.1765 out of 5
PT Cipta Hasil Sugiarto,4.0769 out of 5
PT. Integrasindo Mitra Sejati,2 out of 5
PT Sari Warna Asli Surabaya,2.5 out of 5
PT Target Prima Lestari,4.3077 out of 5
PT. Luas Line Surabaya,5 out of 5
PT Paramita Bangun Persada,3.6 out of 5
RSU Royal Prima Marelan,3.3333 out of 5
PT Anta Graha Makmur,3.5 out of 5
PT. ANUGERAH GLOBAL LOGISTIC,3.5 out of 5
Nurjadin Sumono Mulyadi Partners (NSMP),4.25 out of 5
PT Borngalbi,4 out of 5
Yayasan Bali Lentera Kasih Permata Hati,4.25 out of 5
PT Topjaya Antariksa Electronics,4 out of 5
Pt tiki jalur nugraha (JNE),4.5556 out of 5
PT. Motasa indonesi - ladaku,4.5 out of 5
PT.Alpen Food Industri(AICE-Pabrik eskrim) company,4.3333 out of 5
PT Aisan Nasmoco Industri,4.5405 out of 5
PT BRI Persero Tbk ( BRI KCK ),4.5152 out of 5
PT. Jaya Bumi Cakrawala,4.3333 out of 5
PT AISAN NASMOCO INDUSTRI KAWASAN EJIP,4.75 out of 5
PT Sumber Pangan Gisindo,3.3333 out of 5
PT Yasa Industri Nusantara,3.9091 out of 5
PT Parastar Distrindo (Samarinda),3.6 out of 5
Exquise Patisserie Cake & Coffee,3 out of 5
PT Fuji Presisi Tool Indonesia,4.5 out of 5
PT Evergreen Shipping Agency Indonesia,4.0909 out of 5
RS RK Charitas,4.25 out of 5
PT Bahari Eka Nusantara (Ben Line Agencies),4.3 out of 5
PT TPI MANUFACTURING INDONESIA,4.3333 out of 5
PT Tupai Adyamas Indonesia,4 out of 5
PT Ulam Tiba Halim,4.5556 out of 5
PT Murni Solusindo Nusantara,3.4211 out of 5
PT. Sardana IndahBerlian Motor,4.4167 out of 5
PT Ayoe Indotama Textile (Bandung),4 out of 5
PT Inti Ozzigeno Nara Solusi,5 out of 5
PT Nusindoprima Indah,4 out of 5
"PT CIMB NIAGA, Tbk (Padang)",4.5 out of 5
Pt soho industri fharmasi,4.6667 out of 5
PT Cipta Busana Jaya,3.9 out of 5
BénBérg Arôme Indonesia,4.25 out of 5
PT Tanggamus Electric Power,5 out of 5
PT Awfa Smart Media,4 out of 5
PT Autosistem Sukses Komputindo,4 out of 5
Rumah Sakit Sentra Medika,4 out of 5
PT Kebon Agung,3.8 out of 5
PT Grama Bazita,4.0714 out of 5
PT Menaravisi Commerce,3.8571 out of 5
PT Nusantara Building Industries,4.2727 out of 5
PT Nusantara Surya Sakti (Denpasar),0 out of 5
PD:Sinar Mas HAKASIMA,2.5 out of 5
PT Bank Syariah Bukopin Cabang Sidoarjo,4.3333 out of 5
PT Pahala Kencana Group,3.7 out of 5
PT Dua Puluh Empat Jam Online (UniPin),4 out of 5
MITRA KONSTRUKSI SURABAYA,4 out of 5
PT Uniflex Kemasindah,4.1667 out of 5
Tomato Art School,4.5 out of 5
Melia Bali Villas & Spa Resort,0 out of 5
PT Jui Shin Indonesia (Semen Garuda),4.3333 out of 5
PT pan brother Boyolali,4.6667 out of 5
PT Parama Mega Jaya,3.75 out of 5
PT Grahadika Adipurnajasa,4.5 out of 5
ALFAMART BRANCH,3.8571 out of 5
PT OBS Citra Indonesia,4.4 out of 5
PT Aneka Serba Boga,4.5 out of 5
PT Besmart Global Indonesia,3.6 out of 5
PT Nelta Multi Gracia,4 out of 5
PT Redbuzz Mediatama,2.6667 out of 5
"Lotte Engineering & Construction Co,Ltd",4 out of 5
PT SehatQ Harsana Emedika,4.25 out of 5
KFC SUBANG KOTA,5 out of 5
BPRKS,4 out of 5
PT Pelayaran Caraka Tirta Perkasa,4 out of 5
PT Quantum Media Communications Indonesia,4.5556 out of 5
PT. OMRON MANUFACTURING,4.8 out of 5
RS Bhineka Bakti Husada,4.5 out of 5
PT Multi Guna Gas,2.625 out of 5
PT ADM Cocoa,4.5 out of 5
PT. United Chemicals Inter Aneka,5 out of 5
PT Langgeng Sejahtera Kontruksi,3.25 out of 5
PT Aisan Nasmoco Indonesia (PT ANI,5 out of 5
PT OMRON Manufacturing of indonesian,5 out of 5
PT.Terbaik,4 out of 5
CV. Lamaran Kerja,4.5 out of 5
